observation_month,available_date,effective_score,regime,structural_support_score,observed_conditions_score,structural_support_z,observed_conditions_z,anfci_z,real_yield_z,term_premium_z,reserves_z,anfci,dfii10,term_premium,reserves_3m_pct
2007-01,2007-02-28,41.3901191674,NEUTRAL,52.1510404262,41.3901191674,0.1290624256,-0.5165928500,-0.5165928500,-1.5984125738,1.1561442635,1.4751108625,-0.47125,2.4366666666666665,0.6331095238095238,65.83270154157191
2007-02,2007-03-31,49.4507701116,NEUTRAL,49.4507701116,49.7579643251,-0.0329537933,-0.0145221405,-0.0145221405,-1.2766090497,1.2050566358,-0.0457406188,-0.529,2.360526315789474,0.6105947368421053,5.005038629492775
2007-03,2007-04-30,39.4208750919,RESTRICTIVE,53.8443459175,39.4208750919,0.2306607551,-0.6347474945,-0.6347474945,-0.5814341740,1.4429234436,0.6959012451,-0.4574,2.1768181818181818,0.5261454545454546,34.77501092179991
2007-04,2007-05-31,35.9942466143,RESTRICTIVE,42.5375197467,35.9942466143,-0.4477488152,-0.8403452031,-0.8403452031,-0.8636976746,1.1696912250,-1.2566436081,-0.43274999999999997,2.255714285714286,0.6040571428571428,-43.40140201158184
2007-05,2007-06-30,23.5761092971,RESTRICTIVE,39.1739335504,23.5761092971,-0.6495639870,-1.5854334422,-1.5854334422,-1.2759934867,0.9929687884,-0.7297978075,-0.34325,2.3736363636363635,0.6542545454545454,-22.979313286415014
2007-06,2007-07-31,15.7426021226,RESTRICTIVE,30.0025809927,15.7426021226,-1.1998451404,-2.0554438726,-2.0554438726,-2.3163379276,0.2730952878,-0.7006940493,-0.2794,2.690952380952381,0.8777285714285715,-22.236628849270666
2007-07,2007-08-31,10.4729053101,RESTRICTIVE,31.7024918001,10.4729053101,-1.0978504920,-2.3716256814,-2.3716256814,-2.0210400661,0.5446515373,-0.5433877578,-0.22725,2.6366666666666667,0.7921047619047619,-16.330102315562733
2007-08,2007-09-30,0.0000000000,RESTRICTIVE,35.5889364984,0.0000000000,-0.8646638101,-3.0000000000,-3.0000000000,-1.2977530646,0.7448468391,0.0942509851,0.47220000000000006,2.4382608695652173,0.7278608695652174,8.556001661359547
2007-09,2007-10-31,0.0000000000,RESTRICTIVE,46.6243783727,0.0000000000,-0.2025372976,-3.0000000000,-3.0000000000,-0.6632958908,0.8389658763,2.0141808239,0.64325,2.2573684210526315,0.6957684210526316,86.53605669028761
2007-10,2007-11-30,0.0000000000,RESTRICTIVE,42.5467340604,0.0000000000,-0.4471959564,-3.0000000000,-3.0000000000,-0.4667397131,0.7920970012,0.8858588864,0.3265,2.2022727272727276,0.7072409090909091,42.220434432823815
2007-11,2007-12-31,0.0000000000,RESTRICTIVE,46.6753461449,0.0000000000,-0.1994792313,-3.0000000000,-3.0000000000,1.0349213780,1.0376350660,0.1295266308,0.769,1.768,0.62758,12.230582833822211
2007-12,2008-01-31,0.0000000000,RESTRICTIVE,38.7221508913,0.0000000000,-0.6766709465,-3.0000000000,-3.0000000000,0.9461539964,0.9436164296,-1.5964542121,1.18875,1.7890000000000001,0.6524300000000001,-57.73556797020485
2008-01,2008-02-29,0.0000000000,RESTRICTIVE,55.1326957947,0.0000000000,0.3079617477,-3.0000000000,-3.0000000000,1.9810788355,1.4044474797,0.8463206755,0.92325,1.4690476190476192,0.5028095238095238,40.309989817852696
2008-02,2008-03-31,0.0000000000,RESTRICTIVE,48.3166528618,0.0000000000,-0.1010008283,-3.0000000000,-3.0000000000,2.1013725058,0.8828547909,-0.3882306099,1.1268,1.405,0.6597649999999999,-9.022727272727272
2008-03,2008-04-30,0.0000000000,RESTRICTIVE,52.9580335189,0.0000000000,0.1774820111,-3.0000000000,-3.0000000000,2.8979873115,0.8205060385,-0.0085653054,1.6795,1.091,0.67604,5.992245329573498
2008-04,2008-05-31,0.0000000000,RESTRICTIVE,44.1309328978,0.0000000000,-0.3521440261,-3.0000000000,-3.0000000000,1.9752389145,0.4390686104,-0.8228836295,1.353,1.3622727272727273,0.7917636363636364,-26.398967908401872
2008-05,2008-06-30,8.5893075718,RESTRICTIVE,52.5221274831,8.5893075718,0.1513276490,-2.4846415457,-2.4846415457,1.6310039935,0.2060412245,1.2529069236,0.975,1.46,0.8623047619047619,55.858106420184875
2008-06,2008-07-31,6.0963680874,RESTRICTIVE,44.4720958443,6.0963680874,-0.3316742493,-2.6342179148,-2.6342179148,1.1076164165,-0.0950144948,0.2949189958,1.1295,1.6285714285714288,0.9536095238095238,18.290655138011314
2008-07,2008-08-31,3.8953892445,RESTRICTIVE,51.0776363558,3.8953892445,0.0646581813,-2.7662766453,-2.7662766453,1.2601275180,0.0308468415,1.7339350111,1.29175,1.5690909090909089,0.9157,76.65425065731814
2008-08,2008-09-30,8.5982558847,RESTRICTIVE,41.7644358320,8.5982558847,-0.4941338501,-2.4841046469,-2.4841046469,0.9288820870,0.3187371157,-0.7400499561,1.1987999999999999,1.6761904761904762,0.8290095238095238,-21.862477961211734
2008-09,2008-10-31,0.0000000000,RESTRICTIVE,53.3754557286,0.0000000000,0.2025273437,-3.0000000000,-3.0000000000,0.4084168742,0.4016925006,3.0000000000,1.94975,1.85,0.8034952380952382,1368.9204385718301
2008-10,2008-11-30,0.0000000000,RESTRICTIVE,39.3597742743,0.0000000000,-0.6384135435,-3.0000000000,-3.0000000000,-2.1943385794,-0.3593155948,3.0000000000,3.4048000000000003,2.752272727272727,1.0291863636363636,1518.1333333333334
2008-11,2008-12-31,0.0000000000,RESTRICTIVE,38.7099966031,0.0000000000,-0.6774002038,-3.0000000000,-3.0000000000,-2.4580737800,-0.2515270353,3.0000000000,3.78325,2.8883333333333336,0.9979722222222223,5825.446153846154
2008-12,2009-01-31,0.0000000000,RESTRICTIVE,44.8940713046,0.0000000000,-0.3063557217,-3.0000000000,-3.0000000000,-0.4440991997,1.4384617736,0.7802145392,3.81125,2.17,0.4959863636363636,711.3197255476128
2009-01,2009-02-28,0.0000000000,RESTRICTIVE,44.3987669309,0.0000000000,-0.3360739841,-3.0000000000,-3.0000000000,0.2798725028,1.2899389554,0.0858926052,3.0036,1.9120000000000001,0.533605,204.77418711962105
2009-02,2009-03-31,5.0646867782,RESTRICTIVE,44.1479773871,5.0646867782,-0.3511213568,-2.6961187933,-2.6961187933,0.7251215444,0.7344501377,-0.1679383159,2.79725,1.7521052631578946,0.6957894736842105,19.847645357441436
2009-03,2009-04-30,6.1246541036,RESTRICTIVE,45.4278767448,6.1246541036,-0.2743273953,-2.6325207538,-2.6325207538,0.8376649585,0.9001032843,-0.2025570702,2.8657500000000002,1.7090909090909092,0.6441636363636364,-6.135139374938814
2009-04,2009-05-31,17.4012240441,RESTRICTIVE,49.7354997804,17.4012240441,-0.0158700132,-1.9559265574,-1.9559265574,1.2199205573,0.8595613638,-0.1870354165,2.19025,1.5676190476190477,0.6535619047619048,4.0237466188984605
2009-05,2009-06-30,27.4201610840,RESTRICTIVE,47.7390834580,27.4201610840,-0.1356549925,-1.3547903350,-1.3547903350,0.7876971391,0.1805293063,-0.1560560806,1.5493999999999999,1.7169999999999999,0.8528800000000001,25.276828178053922
2009-06,2009-07-31,31.9050721007,RESTRICTIVE,42.8664025631,31.9050721007,-0.4280158462,-1.0856956740,-1.0856956740,0.3718020825,-0.7893721633,-0.2087976301,1.2650000000000001,1.8622727272727273,1.1385772727272727,-12.987084792022173
2009-07,2009-08-31,36.4405260343,RESTRICTIVE,46.0920991590,36.4405260343,-0.2344740505,-0.8135684379,-0.8135684379,0.4811005769,-0.4057225123,-0.1997058286,0.9704,1.8227272727272728,1.0273999999999999,-7.563703795935095
2009-08,2009-09-30,41.7554445406,NEUTRAL,47.5847745743,41.7554445406,-0.1449135255,-0.4946733276,-0.4946733276,0.6162964580,-0.5095391898,-0.1917380428,0.61975,1.7738095238095237,1.0585761904761906,-2.9055363477374696
2009-09,2009-10-31,44.4841228516,NEUTRAL,51.5584193145,44.4841228516,0.0935051589,-0.3309526289,-0.3309526289,0.9846459747,-0.1413637169,-0.1383089934,0.44075,1.6419047619047618,0.9523,33.49348837612318
2009-10,2009-11-30,45.9017717526,NEUTRAL,54.0844590016,45.9017717526,0.2450675401,-0.2458936948,-0.2458936948,1.4155145957,-0.0641143862,-0.1252363543,0.34859999999999997,1.4833333333333332,0.9301714285714285,41.94293396524982
2009-11,2009-12-31,47.2905105349,NEUTRAL,56.8021046244,47.2905105349,0.4081262775,-0.1625693679,-0.1625693679,1.9528247025,-0.0265415815,-0.1312086432,0.25825,1.2752631578947369,0.919457894736842,37.286425000890524
2009-12,2010-01-31,49.3954925201,NEUTRAL,55.0915214077,49.3954925201,0.3054912845,-0.0362704488,-0.0362704488,1.6627964439,-0.2422023228,-0.1623585344,0.12075,1.3645454545454545,0.981240909090909,15.400143447344771
2010-01,2010-02-28,51.8374732157,NEUTRAL,54.0987551992,51.8374732157,0.2459253120,0.1102483929,0.1102483929,1.5998183131,-0.5449834440,-0.1813820142,-0.0388,1.3747368421052633,1.0680631578947368,1.7668498900843765
2010-02,2010-03-31,51.9654575787,NEUTRAL,54.2498035694,51.9654575787,0.2549882142,0.1179274547,0.1179274547,1.4509022693,-0.3751226555,-0.1737542119,-0.04775,1.4189473684210527,1.0207368421052632,6.171469591088363
2010-03,2010-04-30,53.8308835443,NEUTRAL,53.8308835443,54.8338345298,0.2298530127,0.2900300718,0.2900300718,1.1892472535,-0.3860670556,-0.1737982191,-0.23425,1.5082608695652173,1.0244478260869565,5.431704346994626
2010-04,2010-05-31,53.4889036628,NEUTRAL,53.4889036628,57.2505115431,0.2093342198,0.4350306926,0.4350306926,1.1925872246,-0.6024356200,-0.1878454181,-0.392,1.500909090909091,1.0861545454545454,-4.6607909972794515
2010-05,2010-06-30,52.0725413656,NEUTRAL,57.4701482419,52.0725413656,0.4482088945,0.1243524819,0.1243524819,1.6839066540,0.1818555733,-0.1972791311,-0.062,1.307,0.867125,-11.67956585100811
2010-06,2010-07-31,50.1441827579,NEUTRAL,59.0611508136,50.1441827579,0.5436690488,0.0086509655,0.0086509655,1.7767881116,0.5786181000,-0.1893809818,0.0605,1.2568181818181818,0.7559227272727272,-7.228640349824255
2010-07,2010-08-31,52.9488715194,NEUTRAL,61.8882552850,52.9488715194,0.7132953171,0.1769322912,0.1769322912,1.7770219312,1.0776445339,-0.1784174878,-0.11779999999999999,1.2409523809523808,0.6146666666666667,-0.7459114933993205
2010-08,2010-09-30,54.2291236439,NEUTRAL,67.0127129316,54.2291236439,1.0207627759,0.2537474186,0.2537474186,2.2734927274,1.7369987140,-0.1811877565,-0.19974999999999998,1.0218181818181817,0.42250454545454547,-3.2279456456675293
2010-09,2010-10-31,54.8621714357,NEUTRAL,68.2296073383,54.8621714357,1.0937764403,0.2917302861,0.2917302861,2.4639523692,1.8017194570,-0.1822963512,-0.241,0.909047619047619,0.39389047619047624,-4.619314152082654
2010-10,2010-11-30,56.7261782349,NEUTRAL,72.1136547150,56.7261782349,1.3268192829,0.4035706941,0.4035706941,3.0000000000,2.0840493875,-0.1803429500,-0.35960000000000003,0.525,0.298595,-4.019540402537647
2010-11,2010-12-31,57.7503973031,NEUTRAL,69.7488262890,57.7503973031,1.1849295773,0.4650238382,0.4650238382,2.7445226147,1.7089073213,-0.1787354648,-0.426,0.666,0.397195,-3.630979555308178
2010-12,2011-01-31,58.7578504970,NEUTRAL,61.4600049228,58.7578504970,0.6876002954,0.5254710298,0.5254710298,1.8380429970,0.5539558567,-0.1670687020,-0.49160000000000004,1.044090909090909,0.7313636363636363,3.2060435115953467
2011-01,2011-02-28,60.4032353149,SUPPORTIVE,60.8695154235,60.4032353149,0.6521709254,0.6241941189,0.6241941189,1.7625282594,0.3814405878,-0.1594792644,-0.59725,1.0605,0.78068,7.4605813761081885
2011-02,2011-03-31,57.6038334342,NEUTRAL,57.6038334342,61.0574601300,0.4562300061,0.6634476078,0.6634476078,1.3474585434,-0.0553663458,-0.1306197811,-0.642,1.2378947368421052,0.9066052631578948,25.19423928222453
2011-03,2011-04-30,59.2790719845,NEUTRAL,60.7903856577,59.2790719845,0.6474231395,0.5567443191,0.5567443191,1.9089232878,0.2285402337,-0.1045152827,-0.53625,0.9639130434782609,0.8248652173913044,41.204024188750935
2011-04,2011-05-31,60.0922208160,SUPPORTIVE,61.0429818985,60.0922208160,0.6625789139,0.6055332490,0.6055332490,2.0715565356,0.0847138783,-0.1114880072,-0.5898,0.8634999999999999,0.8658300000000001,36.49641807298543
2011-05,2011-06-30,60.3145501796,SUPPORTIVE,64.0465791914,60.3145501796,0.8427947515,0.6188730108,0.6188730108,2.1886632299,0.6943802210,-0.1307374558,-0.60725,0.7785714285714287,0.6911857142857143,24.139780656608224
2011-06,2011-07-31,59.3886953350,NEUTRAL,65.5588709324,59.3886953350,0.9335322559,0.5633217201,0.5633217201,2.1737248816,1.1475070479,-0.1504246258,-0.55425,0.7554545454545455,0.5592909090909091,11.513896176698335
2011-07,2011-08-31,58.5590225035,NEUTRAL,66.0748082275,58.5590225035,0.9644884936,0.5135413502,0.5135413502,2.3670776071,1.1257039827,-0.1483689654,-0.5068,0.6235,0.5622849999999999,12.311646407307908
2011-08,2011-09-30,53.1564751668,NEUTRAL,72.4623489037,53.1564751668,1.3477409342,0.1893885100,0.1893885100,3.0000000000,2.3650993640,-0.1635241371,-0.181,0.13521739130434782,0.18979565217391306,2.544661067156584
2011-09,2011-10-31,49.9083414512,NEUTRAL,73.2781744358,49.9083414512,1.3966904661,-0.0054995129,-0.0054995129,3.0000000000,2.7632249322,-0.1709635547,0.014599999999999998,0.07761904761904763,0.04284761904761905,-2.5026649749331553
2011-10,2011-11-30,50.7325121980,NEUTRAL,70.9808565419,50.7325121980,1.2588513925,0.0439507319,0.0439507319,2.7876111579,2.3782346879,-0.1743910076,-0.035,0.186,0.13705,-5.103871499824219
2011-11,2011-12-31,51.0171402816,NEUTRAL,72.5881266146,51.0171402816,1.3552875969,0.0610284169,0.0610284169,2.9704890524,2.5640878994,-0.1744549812,-0.05225,0.0015000000000000002,0.054135,-5.661910036706419
2011-12,2012-01-31,50.7574376145,NEUTRAL,72.1656464233,50.7574376145,1.3299387854,0.0454462569,0.0454462569,2.8927810452,2.5502285349,-0.1687006953,-0.037,-0.03142857142857143,0.03229047619047619,-2.705858253514548
2012-01,2012-02-29,53.7210223702,NEUTRAL,72.9801852765,53.7210223702,1.3788111166,0.2232613422,0.2232613422,2.8874083219,2.5720627854,-0.1674879831,-0.21025,-0.10800000000000001,0.0091,-2.4657642555682258
2012-02,2012-03-31,56.4307691594,NEUTRAL,74.1389562426,56.4307691594,1.4483373746,0.3858461496,0.3858461496,2.9782936931,2.5821058595,-0.1528962039,-0.36924999999999997,-0.2545,-0.013485,5.770436331607032
2012-03,2012-04-30,57.5763923949,NEUTRAL,71.6334178701,57.5763923949,1.2980050722,0.4545835437,0.4545835437,2.6975597442,2.2026170798,-0.1627400789,-0.4368,-0.14136363636363636,0.10551818181818183,-0.5082342818591545
2012-04,2012-05-31,57.2628686179,NEUTRAL,72.3654613307,57.2628686179,1.3419276798,0.4357721171,0.4357721171,2.6999845430,2.3920259299,-0.1600718706,-0.41775,-0.2138095238095238,0.03772857142857143,0.6203396079877299
2012-05,2012-06-30,55.5190872859,NEUTRAL,73.6575980849,55.5190872859,1.4194558851,0.3311452372,0.3311452372,2.7719864484,2.7440507161,-0.1693588613,-0.312,-0.34136363636363637,-0.09000909090909091,-5.286895670739633
2012-06,2012-07-31,54.1666845299,NEUTRAL,74.4446043063,54.1666845299,1.4666762584,0.2500010718,0.2500010718,2.8717169115,2.9118250864,-0.1668380362,-0.229,-0.5004761904761905,-0.17118571428571427,-4.26556896309992
2012-07,2012-08-31,56.1183199734,NEUTRAL,75.2785054469,56.1183199734,1.5167103268,0.3670991984,0.3670991984,2.8850955960,2.9720426352,-0.1573961224,-0.34275,-0.6019047619047619,-0.22776190476190478,0.803438294886405
2012-08,2012-09-30,57.6789659150,NEUTRAL,73.7086996228,57.6789659150,1.4225219774,0.4607379549,0.4607379549,2.7556040471,2.6341413409,-0.1603954334,-0.43499999999999994,-0.5856521739130435,-0.14846521739130433,-1.352213853740536
2012-09,2012-10-31,59.3066060939,NEUTRAL,73.9331630621,59.3066060939,1.4359897837,0.5583963656,0.5583963656,2.8055690506,2.5416329574,-0.1616392388,-0.53325,-0.7131578947368421,-0.14943684210526317,-2.4870126626111766
2012-10,2012-11-30,60.5088195471,SUPPORTIVE,73.4851946402,60.5088195471,1.4091116784,0.6305291728,0.6305291728,2.7444612227,2.4244482311,-0.1629919130,-0.6074999999999999,-0.7485714285714286,-0.1380142857142857,-3.6794691076576846
2012-11,2012-12-31,60.2759983197,SUPPORTIVE,73.2550310872,60.2759983197,1.3953018652,0.6165598992,0.6165598992,2.6764256052,2.4460022641,-0.1577803075,-0.596,-0.7725,-0.175315,-1.099767891863035
2012-12,2013-01-31,60.6173135581,SUPPORTIVE,72.3255066610,60.6173135581,1.3395303997,0.6370388135,0.6370388135,2.5730592061,2.2935407336,-0.1455171546,-0.61875,-0.7575000000000001,-0.14553,5.515653839945545
2013-01,2013-02-28,61.2894148512,SUPPORTIVE,70.2075406632,61.2894148512,1.2124524398,0.6773648911,0.6773648911,2.3287422994,1.9820215154,-0.1383189467,-0.66125,-0.6085714285714287,-0.04867619047619048,9.25566810803431
2013-02,2013-03-31,61.4292657449,SUPPORTIVE,69.2123141740,61.4292657449,1.1527388504,0.6857559447,0.6857559447,2.2181371458,1.8376404098,-0.1305780985,-0.672,-0.5705263157894737,-0.010978947368421053,13.308498144091207
2013-03,2013-04-30,62.4657602971,SUPPORTIVE,69.2858718674,62.4657602971,1.1571523120,0.7479456178,0.7479456178,2.1694141031,1.8341914939,-0.1229419666,-0.736,-0.585,-0.026495,18.150333692056165
2013-04,2013-05-31,63.4374177067,SUPPORTIVE,70.3358407440,63.4374177067,1.2201504446,0.8062450624,0.8062450624,2.1778674117,2.0299676976,-0.1334783931,-0.79525,-0.6522727272727272,-0.12271363636363636,11.354588505645747
2013-05,2013-06-30,63.8844064914,SUPPORTIVE,67.8810214580,63.8844064914,1.0728612875,0.8330643895,0.8330643895,1.8195744819,1.7600771447,-0.1212708661,-0.8230000000000001,-0.35500000000000004,-0.03299090909090909,17.562362936968224
2013-06,2013-07-31,61.8665156986,SUPPORTIVE,62.1469201630,61.8665156986,0.7288152098,0.7119909419,0.7119909419,1.1668763008,1.1668610261,-0.1304674296,-0.70325,0.2515,0.195125,11.562068466630526
2013-07,2013-08-31,59.4720922995,NEUTRAL,59.4720922995,61.9189091658,0.5683255380,0.7151345499,0.7151345499,0.9347081918,0.7423112715,-0.1188518613,-0.70675,0.45999999999999996,0.3588772727272727,18.50260873582741
2013-08,2013-09-30,58.1535613440,NEUTRAL,58.1535613440,62.6692633056,0.4892136806,0.7601557983,0.7601557983,0.8242374396,0.5029153331,-0.1304538485,-0.7528,0.5527272727272727,0.4489318181818182,12.29188561034762
2013-09,2013-10-31,57.0151790512,NEUTRAL,57.0151790512,62.6147001284,0.4209107431,0.7568820077,0.7568820077,0.6961896982,0.3569483098,-0.1263770434,-0.751,0.6639999999999999,0.501565,14.979104369159835
2013-10,2013-11-30,59.4525289594,NEUTRAL,59.4525289594,63.1556942656,0.5671517376,0.7893416559,0.7893416559,0.9258615809,0.6835197081,-0.1301159947,-0.7847500000000001,0.42863636363636365,0.36906818181818185,12.550115524464367
2013-11,2013-12-31,58.7438306843,NEUTRAL,58.7438306843,64.2423421438,0.5246298411,0.8545405286,0.8545405286,0.7890229466,0.5880099230,-0.1330540340,-0.8518000000000001,0.5478947368421053,0.4011105263157895,10.992399935027564
2013-12,2014-01-31,56.6940887406,NEUTRAL,56.6940887406,64.7387542563,0.4016453244,0.8843252554,0.8843252554,0.5805246099,0.2789510513,-0.1372196188,-0.88475,0.7385714285714285,0.5150380952380952,8.582100523873626
2014-01,2014-02-28,56.8736218087,NEUTRAL,56.8736218087,64.7416789022,0.4124173085,0.8845007341,0.8845007341,0.6802940368,0.2311281995,-0.1462537364,-0.8880000000000001,0.6319047619047619,0.5288380952380953,3.8880093627946755
2014-02,2014-03-31,58.1043605209,NEUTRAL,58.1043605209,64.7372982156,0.4862616313,0.8842378929,0.8842378929,0.7517293675,0.4530488700,-0.1439696054,-0.89,0.5521052631578948,0.4405842105263158,5.396214100539765
2014-03,2014-04-30,57.6133904274,NEUTRAL,57.6133904274,64.4928343125,0.4568034256,0.8695700588,0.8695700588,0.7385387260,0.3622486552,-0.1431437374,-0.87725,0.5557142857142857,0.47112857142857145,5.580976131244819
2014-04,2014-05-31,57.1964056761,NEUTRAL,57.1964056761,63.8588225717,0.4317843406,0.8315293543,0.8315293543,0.7397543860,0.3012906490,-0.1454370271,-0.841,0.5428571428571429,0.489,3.5812984926155034
2014-05,2014-06-30,58.6783282983,NEUTRAL,58.6783282983,63.6374268204,0.5206996979,0.8182456092,0.8182456092,0.9055055684,0.5078861041,-0.1488384901,-0.8304,0.3680952380952381,0.4079,1.1270057517640986
2014-06,2014-07-31,58.3388342293,NEUTRAL,58.3388342293,64.1424763010,0.5003300538,0.8485485781,0.8485485781,0.8890182345,0.4127069550,-0.1489535525,-0.864,0.36952380952380953,0.4373904761904762,1.0744048108958015
2014-07,2014-08-31,58.6231249211,NEUTRAL,58.6231249211,63.4037469990,0.5173874953,0.8042248199,0.8042248199,0.9660683472,0.4371319805,-0.1378751665,-0.8222499999999999,0.27954545454545454,0.42405000000000004,7.648678747521487
2014-08,2014-09-30,59.2023535586,NEUTRAL,59.2023535586,62.9364678223,0.5521412135,0.7761880693,0.7761880693,1.0071823597,0.5671088840,-0.1419144590,-0.796,0.22380952380952382,0.37417142857142854,5.689755701261112
2014-09,2014-10-31,57.1746969667,NEUTRAL,57.1746969667,62.8203296697,0.4304818180,0.7692197802,0.7692197802,0.7504787827,0.3480799305,-0.1458512214,-0.791,0.46095238095238095,0.4463857142857143,3.4949397853200947
2014-10,2014-11-30,58.6165943124,NEUTRAL,58.6165943124,61.8272427015,0.5169956587,0.7096345621,0.7096345621,0.8169191617,0.7046713368,-0.1632424256,-0.733,0.38409090909090904,0.3189090909090909,-6.379307398636669
2014-11,2014-12-31,58.0821190227,NEUTRAL,58.0821190227,62.2899590881,0.4849271414,0.7373975453,0.7373975453,0.7422041644,0.6304475362,-0.1703406804,-0.76275,0.44555555555555554,0.3402666666666667,-10.516072799926878
2014-12,2015-01-31,58.0796121777,NEUTRAL,58.0796121777,61.1678164750,0.4847767307,0.6700689885,0.6700689885,0.6650727485,0.7663508719,-0.1623856863,-0.69575,0.5104545454545455,0.2889909090909091,-5.77461593073213
2015-01,2015-02-28,59.6670216822,NEUTRAL,60.6589254835,59.6670216822,0.6395355290,0.5800213009,0.5800213009,0.8933025136,1.2345767456,-0.1497584441,-0.6048,0.2745,0.12114,1.3439759313318866
2015-02,2015-03-31,59.2670449969,NEUTRAL,59.7781282190,59.2670449969,0.5866876931,0.5560226998,0.5560226998,0.8943669236,1.0597415124,-0.1633803632,-0.58,0.26,0.17510526315789474,-6.338480173926053
2015-03,2015-04-30,59.3384288793,NEUTRAL,59.3384288793,59.4248680672,0.5603057328,0.5654920840,0.5654920840,0.8590810217,0.9591760029,-0.1425261776,-0.58975,0.2809090909090909,0.20422727272727273,5.120546034152773
2015-04,2015-05-31,59.4602056760,NEUTRAL,60.9651554011,59.4602056760,0.6579093241,0.5676123406,0.5676123406,1.0503789587,1.1697839198,-0.1561379229,-0.59275,0.07681818181818183,0.12494090909090909,-2.6781201679603406
2015-05,2015-06-30,58.0690283280,NEUTRAL,58.0690283280,59.2527100154,0.4841416997,0.5551626009,0.5551626009,0.7783290037,0.7404135756,-0.1373383815,-0.581,0.33199999999999996,0.26869,7.807251553588435
2015-06,2015-07-31,56.1213876890,NEUTRAL,56.1213876890,59.2396816732,0.3672832613,0.5543809004,0.5543809004,0.5997639677,0.4779449439,-0.1629567667,-0.5812499999999999,0.4977272727272728,0.35670454545454544,-6.51375309564266
2015-07,2015-08-31,56.3105695821,NEUTRAL,56.3105695821,58.6115536330,0.3786341749,0.5166932180,0.5166932180,0.5828671425,0.5646474820,-0.1496711428,-0.544,0.5036363636363637,0.32376363636363636,1.1901177317864997
2015-08,2015-09-30,56.8846074424,NEUTRAL,56.8846074424,57.4749881864,0.4130764465,0.4484992912,0.4484992912,0.5194317143,0.8239074019,-0.1395326212,-0.47550000000000003,0.5557142857142857,0.23001904761904762,6.829122774456331
2015-09,2015-10-31,56.1011084775,NEUTRAL,56.1011084775,56.5942557559,0.3660665086,0.3956553454,0.3956553454,0.4147654164,0.8061959707,-0.1523506979,-0.42274999999999996,0.65,0.23213333333333336,-0.6324486508447191
2015-10,2015-11-30,57.1963392800,NEUTRAL,57.1963392800,57.3283868995,0.4317803568,0.4397032140,0.4397032140,0.4845241181,0.9519506480,-0.1490565528,-0.4678,0.5714285714285714,0.17631904761904763,1.2617320583423464
